census_tract,county,state,full_fips,median_income,total_population,pct_nonwhite,pct_no_vehicle,pct_poverty
4177.04,Norfolk,Massachusetts,25021417704,100996,4111,0.32400875699343223,0.16675719717544812,0.020432984675261494
4178.01,Norfolk,Massachusetts,25021417801,101250,5425,0.22470046082949313,0.03493821900298253,0.08129032258064516
4178.02,Norfolk,Massachusetts,25021417802,44398,3189,0.5537786139855754,0.33024431339511373,0.3160865475070555
4179.01,Norfolk,Massachusetts,25021417901,58097,7388,0.4200054141851651,0.1705125091085742,0.15069049553208774
4179.02,Norfolk,Massachusetts,25021417902,99250,3762,0.4247740563530037,0.19692110327132778,0.13423710792131846
4180.02,Norfolk,Massachusetts,25021418002,93045,7217,0.4921712622973534,0.07482367371971788,0.06055532300823217
4180.03,Norfolk,Massachusetts,25021418003,116200,2833,0.48076244264031065,0.08577405857740586,0.13025061771973173
4180.04,Norfolk,Massachusetts,25021418004,82269,5037,0.5265038713519952,0.15066539923954372,0.11514790549930515
4181.01,Norfolk,Massachusetts,25021418101,111217,4684,0.37105038428693426,0.21165381319622964,0.08125537403267412
4181.02,Norfolk,Massachusetts,25021418102,93750,3400,0.5141176470588236,0.14469273743016758,0.07100591715976332
4182.01,Norfolk,Massachusetts,25021418201,83455,6612,0.5598911070780399,0.11875,0.21966368732010302
4191,Norfolk,Massachusetts,25021419100,123493,5927,0.3033575164501434,0.015589179275561669,0.0587143580226084
4192,Norfolk,Massachusetts,25021419200,141932,5434,0.2585572322414428,0.12004466778336124,0.0642843637738703
4193,Norfolk,Massachusetts,25021419300,97083,4168,0.3327735124760077,0.08470124753775443,0.05518234165067178
4194,Norfolk,Massachusetts,25021419400,91927,3227,0.3700030988534242,0.23481781376518218,0.05856832971800434
4195,Norfolk,Massachusetts,25021419500,156558,3663,0.38138138138138133,0.0711864406779661,0.018317115054378934
4196.01,Norfolk,Massachusetts,25021419601,99086,1378,0.23657474600870831,0.0,0.1320754716981132
4196.02,Norfolk,Massachusetts,25021419602,129122,6073,0.24123168121192162,0.04781801299907149,0.03161534661616993
4197,Norfolk,Massachusetts,25021419700,151250,4476,0.33310991957104563,0.07522837184309511,0.025204359673024524
4198,Norfolk,Massachusetts,25021419800,91587,4402,0.2728305315765561,0.08670849971477468,0.06666666666666667
4201.01,Norfolk,Massachusetts,25021420101,115451,6000,0.5928333333333333,0.1085899513776337,0.10102023749790935
4201.02,Norfolk,Massachusetts,25021420102,97279,3861,0.7197617197617198,0.08039579468150897,0.13708214563358384
4202.01,Norfolk,Massachusetts,25021420201,73750,2834,0.6788990825688073,0.11228070175438597,0.07166361974405851
4202.02,Norfolk,Massachusetts,25021420202,92554,7045,0.7141234918381831,0.09001883239171375,0.09068837475007141
4203.01,Norfolk,Massachusetts,25021420301,93642,7507,0.8278939656320767,0.07073830691921144,0.0784
4203.02,Norfolk,Massachusetts,25021420302,84720,7444,0.7139978506179474,0.08670520231213873,0.08989071038251366
4211,Norfolk,Massachusetts,25021421100,90855,5636,0.2785663591199432,0.06936665230504092,0.09545777146912704
4212,Norfolk,Massachusetts,25021421200,102449,5702,0.26166257453525077,0.022231909328683522,0.05201698513800425
4221,Norfolk,Massachusetts,25021422100,141394,5350,0.11364485981308414,0.030617283950617285,0.036282027305030856
4222.01,Norfolk,Massachusetts,25021422201,79123,1769,0.21876766534765402,0.014141414141414142,0.04409270774448841
4222.02,Norfolk,Massachusetts,25021422202,94767,7263,0.22552664188351923,0.09367245657568238,0.05865344898802148
4223.01,Norfolk,Massachusetts,25021422301,149750,3494,0.1242129364625072,0.06217616580310881,0.044947036931004866
4223.03,Norfolk,Massachusetts,25021422303,81338,4781,0.2286132608240954,0.06473391580619539,0.058370750481077614
4223.04,Norfolk,Massachusetts,25021422304,108203,2122,0.10320452403393021,0.05562273276904474,0.062381852551984876
4224.01,Norfolk,Massachusetts,25021422401,62500,3248,0.24938423645320196,0.08644278606965174,0.07544757033248081
4224.02,Norfolk,Massachusetts,25021422402,113387,3869,0.12690617730679765,0.06324972737186478,0.04064396938506202
4225.01,Norfolk,Massachusetts,25021422501,71106,4492,0.288512911843277,0.07057701478302336,0.05609973285841496
4225.02,Norfolk,Massachusetts,25021422502,86040,6458,0.3052028491793125,0.11921032649962035,0.13564571074636111
4226,Norfolk,Massachusetts,25021422600,141544,6918,0.19427580225498697,0.040513437625350986,0.04842440011564036
4227,Norfolk,Massachusetts,25021422700,105571,3778,0.21360508205399686,0.07357859531772576,0.06302407357316743
4228,Norfolk,Massachusetts,25021422800,111339,3758,0.09712613092070255,0.013385387618516454,0.056775575790037495
4231.01,Norfolk,Massachusetts,25021423101,177667,3679,0.08997010057080723,0.03248587570621469,0.05653710247349823
4231.02,Norfolk,Massachusetts,25021423102,179432,4651,0.058052031821113736,0.07451212300413956,0.025230364194822292
4401.01,Norfolk,Massachusetts,25021440101,96006,6710,0.17853949329359164,0.047337278106508875,0.09344262295081968
4401.02,Norfolk,Massachusetts,25021440102,133250,3104,0.23356958762886593,0.05123825789923143,0.01610824742268041
4412.02,Norfolk,Massachusetts,25021441202,184583,2951,0.0809894950864114,0.02877697841726619,0.038173142467621
4412.03,Norfolk,Massachusetts,25021441203,119615,3671,0.14628166712067558,0.06880733944954129,0.03895365368211544
4412.04,Norfolk,Massachusetts,25021441204,160878,5551,0.04125382813907408,0.01600413009808983,0.03634703196347032
4421.01,Norfolk,Massachusetts,25021442101,128125,5522,0.1419775443679826,0.020994475138121547,0.03244714255809085
4421.03,Norfolk,Massachusetts,25021442103,185808,7229,0.12449854751694567,0.008232235701906412,0.015354820860423295
4421.04,Norfolk,Massachusetts,25021442104,139396,5406,0.17480577136514985,0.0,0.04803412462908012
4421.05,Norfolk,Massachusetts,25021442105,120417,2109,0.2195353247984827,0.029082774049217,0.02702702702702703
4422.01,Norfolk,Massachusetts,25021442201,147964,4020,0.07587064676616917,0.029354207436399216,0.05093632958801498
4422.03,Norfolk,Massachusetts,25021442203,98341,3816,0.10796645702306085,0.1059245960502693,0.08557717941882165
4422.04,Norfolk,Massachusetts,25021442204,99038,4675,0.14032085561497332,0.056222707423580785,0.07853982300884955
4431.03,Norfolk,Massachusetts,25021443103,118295,4238,0.14535158093440304,0.023715415019762844,0.06390532544378698
4431.04,Norfolk,Massachusetts,25021443104,119901,4604,0.036490008688097264,0.012396694214876033,0.0824561403508772
4431.05,Norfolk,Massachusetts,25021443105,105643,2159,0.2139879573876795,0.05297157622739018,0.07975746268656717
4431.06,Norfolk,Massachusetts,25021443106,106484,6024,0.2745683930942895,0.016199649737302976,0.008341675008341674
4561.01,Norfolk,Massachusetts,25021456101,125089,4021,0.3496642626212385,0.04132231404958678,0.015495867768595042
4561.02,Norfolk,Massachusetts,25021456102,81471,5429,0.2965555350893351,0.037848605577689244,0.08786921790822962
4562,Norfolk,Massachusetts,25021456200,108750,3951,0.4543153631991901,0.07018716577540107,0.04093118444614991
4563.01,Norfolk,Massachusetts,25021456301,82658,2249,0.37750111160515787,0.09402654867256637,0.1084926634059582
4563.02,Norfolk,Massachusetts,25021456302,58125,5255,0.49058039961941013,0.1107251411202779,0.13776493256262043
4564.01,Norfolk,Massachusetts,25021456401,107885,2476,0.3263327948303716,0.06666666666666667,0.06058158319870759
4564.02,Norfolk,Massachusetts,25021456402,152969,5670,0.2947089947089947,0.0029895366218236174,0.03686067019400353
4571,Norfolk,Massachusetts,25021457100,125000,4730,0.3247357293868922,0.02711864406779661,0.029692470837751856
4572,Norfolk,Massachusetts,25021457200,211754,6119,0.25559731982350054,0.08929428708593375,0.009046052631578948
5001.01,Plymouth,Massachusetts,25023500101,130034,3463,0.07796708056598323,0.03713355048859935,0.03243556327830872
5001.03,Plymouth,Massachusetts,25023500103,129886,2730,0.0567765567765568,0.04094010614101592,0.04468864468864469
5001.04,Plymouth,Massachusetts,25023500104,121071,3923,0.01988274279887836,0.015151515151515152,0.03313790466479735
5011.01,Plymouth,Massachusetts,25023501101,163000,3494,0.07469948483113908,0.07234726688102894,0.060389238694905555
5011.02,Plymouth,Massachusetts,25023501102,211184,8434,0.10374673938819068,0.04621125143513203,0.03419526341227646
5012.01,Plymouth,Massachusetts,25023501201,229293,4326,0.030513176144244092,0.0,0.01574074074074074
5012.03,Plymouth,Massachusetts,25023501203,243125,2539,0.035840882237101246,0.05100671140939597,0.0070894052776683735
5012.04,Plymouth,Massachusetts,25023501204,84792,5350,0.06859813084112154,0.11028192371475953,0.03590425531914894
5021.01,Plymouth,Massachusetts,25023502101,99938,6356,0.17636878539962242,0.022365591397849462,0.05380742605412209
5021.02,Plymouth,Massachusetts,25023502102,105859,5150,0.10330097087378642,0.05509783728115345,0.08233009708737864
5022,Plymouth,Massachusetts,25023502200,83725,6215,0.12582461786001609,0.06851996867658575,0.08455637091394262
5031.01,Plymouth,Massachusetts,25023503101,159138,7268,0.07168409466153003,0.06354515050167224,0.04601184736189558
5031.02,Plymouth,Massachusetts,25023503102,164298,7505,0.07155229846768818,0.05263157894736842,0.05245505768714784
5041.01,Plymouth,Massachusetts,25023504101,168750,5417,0.08639468340409817,0.02063580591187953,0.028042731781762687
5041.02,Plymouth,Massachusetts,25023504102,192192,5864,0.10624147339699863,0.014884233737596472,0.03223055934515689
5051.02,Plymouth,Massachusetts,25023505102,171635,5468,0.0822970007315289,0.00423728813559322,0.016333272160029364
5051.03,Plymouth,Massachusetts,25023505103,129726,3089,0.06280349627711235,0.024078254326561323,0.01715765619941729
5051.04,Plymouth,Massachusetts,25023505104,122734,3833,0.04200365249152105,0.027184466019417475,0.018262457605009132
5052.01,Plymouth,Massachusetts,25023505201,109940,2009,0.14733698357391734,0.01884570082449941,0.05517241379310345
5052.02,Plymouth,Massachusetts,25023505202,110125,4670,0.13961456102783731,0.05997144217039505,0.023918243096325287
5061.02,Plymouth,Massachusetts,25023506102,114931,5849,0.07146520772781673,0.045177045177045176,0.08647717484926787
5061.03,Plymouth,Massachusetts,25023506103,104650,2727,0.06417308397506416,0.026260504201680673,0.24410898379970544
5061.04,Plymouth,Massachusetts,25023506104,158315,4082,0.1185693287604116,0.0,0.0102890739833415
5062.02,Plymouth,Massachusetts,25023506202,125716,2788,0.031563845050215256,0.02315227070347284,0.0390961262553802
5062.03,Plymouth,Massachusetts,25023506203,133409,5699,0.017546938059308625,0.015391791044776119,0.053934571175950484
5062.05,Plymouth,Massachusetts,25023506205,126288,2153,0.03437064561077563,0.12791991101223582,0.07245703669298653
5062.06,Plymouth,Massachusetts,25023506206,73133,2484,0.035024154589372025,0.01235657546337158,0.10424242424242425
5071.01,Plymouth,Massachusetts,25023507101,169226,5491,0.06283008559460934,0.08513853904282116,0.03373718546132339
5071.03,Plymouth,Massachusetts,25023507103,185299,4214,0.05956336022781206,0.004276114844227245,0.01589938300901756
5071.04,Plymouth,Massachusetts,25023507104,118725,6336,0.04971590909090906,0.04916018025399427,0.08238636363636363
5081.01,Plymouth,Massachusetts,25023508101,164547,7279,0.07748317076521505,0.05212569316081331,0.028205833791964778
5081.02,Plymouth,Massachusetts,25023508102,112049,4791,0.06553955332915884,0.02066340402392605,0.03026508035900647
5082,Plymouth,Massachusetts,25023508200,126338,6260,0.06549520766773165,0.007359705611775529,0.03865814696485623
5091.01,Plymouth,Massachusetts,25023509101,111028,7136,0.06025784753363228,0.013019891500904159,0.028715728715728715
5091.02,Plymouth,Massachusetts,25023509102,111862,6566,0.049954310082241826,0.0952906548933039,0.03559425603421937
5101,Plymouth,Massachusetts,25023510100,113702,4729,0.493761894692324,0.0400775694893342,0.0222034256713893
5102,Plymouth,Massachusetts,25023510200,90147,6864,0.6911421911421911,0.07048458149779736,0.1279683377308707
5103,Plymouth,Massachusetts,25023510300,55613,4516,0.8385739592559788,0.2300469483568075,0.19087688219663418
5104,Plymouth,Massachusetts,25023510400,51017,3782,0.911158117398202,0.1892103205629398,0.2470087742621643
5105.01,Plymouth,Massachusetts,25023510501,103456,3741,0.6607858861267041,0.12212529738302934,0.10052183466080747
5105.03,Plymouth,Massachusetts,25023510503,51625,4271,0.7195036291266682,0.21170610211706103,0.17446490791438526
5105.04,Plymouth,Massachusetts,25023510504,37587,2388,0.778894472361809,0.32723358449946177,0.18509212730318259
5105.05,Plymouth,Massachusetts,25023510505,54949,4495,0.7677419354838709,0.2512537612838516,0.1200635497049478
5106,Plymouth,Massachusetts,25023510600,154722,3450,0.43072463768115943,0.029411764705882353,0.08050465605286873
5107,Plymouth,Massachusetts,25023510700,107055,6886,0.5675283183270403,0.10348162475822051,0.06698915274113164
5108,Plymouth,Massachusetts,25023510800,66905,8026,0.9482930475953152,0.16843971631205673,0.15400280005091002
5109,Plymouth,Massachusetts,25023510900,28026,2462,0.7778229082047117,0.5497131931166348,0.36260162601626017
5110,Plymouth,Massachusetts,25023511000,65804,2982,0.829309188464118,0.1781659388646288,0.23708920187793428
5111,Plymouth,Massachusetts,25023511100,93050,5814,0.5569315445476436,0.04986737400530504,0.05254091300602928
5112,Plymouth,Massachusetts,25023511200,65169,5381,0.6658613640587252,0.2287153652392947,0.16252135940763243
5113.01,Plymouth,Massachusetts,25023511301,64398,6248,0.7824903969270166,0.11207685269899359,0.08056640625
5113.02,Plymouth,Massachusetts,25023511302,81548,3470,0.6994236311239193,0.05950266429840142,0.21212121212121213
5114,Plymouth,Massachusetts,25023511400,62845,4619,0.8735657068629573,0.12014925373134329,0.15857111740361576
5115,Plymouth,Massachusetts,25023511500,86186,5136,0.9215342679127726,0.2470948012232416,0.13371293932849007
5116.01,Plymouth,Massachusetts,25023511601,82115,3807,0.684528500131337,0.2606473594548552,0.10523504273504274
5116.02,Plymouth,Massachusetts,25023511602,54010,3500,0.5862857142857143,0.3250836120401338,0.13428571428571429
5117.01,Plymouth,Massachusetts,25023511701,118146,5364,0.5285234899328859,0.017889087656529516,0.040015029118917904
5117.02,Plymouth,Massachusetts,25023511702,112500,2782,0.485981308411215,0.02385685884691849,0.026771653543307086
5201,Plymouth,Massachusetts,25023520100,138370,7260,0.1166666666666667,0.029952076677316294,0.03571428571428571
5202.01,Plymouth,Massachusetts,25023520201,92250,3481,0.2355644929617926,0.06363636363636363,0.07239299051996553
5202.02,Plymouth,Massachusetts,25023520202,127645,6262,0.11386138613861385,0.02822405557967868,0.06627275630788886
5211.01,Plymouth,Massachusetts,25023521101,105595,4534,0.12990736656374058,0.03,0.057123952359947064
5211.02,Plymouth,Massachusetts,25023521102,83299,3616,0.1103429203539823,0.03467799009200283,0.10536504424778761
5212.01,Plymouth,Massachusetts,25023521201,99896,3112,0.12660668380462725,0.065,0.08247089262613196
5212.02,Plymouth,Massachusetts,25023521202,116795,3884,0.08032955715756951,0.01440922190201729,0.01879505664263646
5221.01,Plymouth,Massachusetts,25023522101,114250,4874,0.09991793188346332,0.0508574807806032,0.016386641775565234
5221.02,Plymouth,Massachusetts,25023522102,117071,5745,0.1317667536988686,0.026381909547738693,0.029957953749124036
5231,Plymouth,Massachusetts,25023523100,123310,3583,0.10717276025676803,0.08333333333333333,0.029584147362545353
5232.01,Plymouth,Massachusetts,25023523201,135511,2972,0.10161507402422609,0.07652533609100311,0.07430555555555556
5232.03,Plymouth,Massachusetts,25023523203,139451,4281,0.06937631394533983,0.04913848117421825,0.018522860492379837
5232.04,Plymouth,Massachusetts,25023523204,101743,3546,0.12972363226170336,0.03316510454217736,0.04512126339537507
5241.01,Plymouth,Massachusetts,25023524101,125667,3283,0.05025890953396284,0.02181818181818182,0.031190324633991087
5241.02,Plymouth,Massachusetts,25023524102,117188,4365,0.1189003436426117,0.022326674500587545,0.08637721111876867
5251.01,Plymouth,Massachusetts,25023525101,92800,7075,0.15646643109540637,0.03231292517006803,0.05850610621982391
5251.04,Plymouth,Massachusetts,25023525104,139424,7186,0.07820762593932651,0.0425531914893617,0.03312865914608025
5252.04,Plymouth,Massachusetts,25023525204,161250,4005,0.14332084893882646,0.004909983633387889,0.016729088639200997
5261,Plymouth,Massachusetts,25023526100,110763,7728,0.08902691511387162,0.052596089008766014,0.02769151138716356
5301,Plymouth,Massachusetts,25023530100,103073,4376,0.10877513711151732,0.08002013085052843,0.07690536495510016
5302,Plymouth,Massachusetts,25023530200,59696,4418,0.18198279764599368,0.1795,0.20471548401722967
5303,Plymouth,Massachusetts,25023530300,69104,3852,0.13629283489096577,0.09398854961832061,0.07061266874350987
5304,Plymouth,Massachusetts,25023530400,118671,5698,0.08160758160758164,0.0,0.01404001404001404
5305,Plymouth,Massachusetts,25023530500,88443,5745,0.17719756309834633,0.04075372480280456,0.10841546626231995
5306,Plymouth,Massachusetts,25023530600,122406,6286,0.11947184218899143,0.033299697275479316,0.014692032397815032
5307,Plymouth,Massachusetts,25023530700,107159,6435,0.014296814296814286,0.04354587869362364,0.03564757160647571
5308.01,Plymouth,Massachusetts,25023530801,126162,6705,0.06055182699478001,0.020929259104227712,0.05503355704697987
5308.02,Plymouth,Massachusetts,25023530802,118413,4667,0.14098992929076493,0.025793650793650792,0.025926719520034284
5309.02,Plymouth,Massachusetts,25023530902,119871,4496,0.09786476868327398,0.0067943174799258805,0.01168276791732195
5309.03,Plymouth,Massachusetts,25023530903,114315,5769,0.10729762523834285,0.01675197766402978,0.06638932223955625
5309.04,Plymouth,Massachusetts,25023530904,109125,3181,0.1160012574662056,0.014972419227738377,0.030628354910009474
5401.01,Plymouth,Massachusetts,25023540101,87273,4431,0.09433536447754454,0.030070754716981132,0.08192219679633868
5401.02,Plymouth,Massachusetts,25023540102,113667,2632,0.06041033434650456,0.023404255319148935,0.0381619937694704
5401.03,Plymouth,Massachusetts,25023540103,169395,4562,0.03660675142481373,0.008069939475453935,0.020246478873239437
5411,Plymouth,Massachusetts,25023541100,114604,5727,0.027064780862580795,0.03212092583845064,0.03034555341168216
5421.01,Plymouth,Massachusetts,25023542101,100982,7791,0.08317289179822873,0.02397901835893593,0.0398287493513233
5421.02,Plymouth,Massachusetts,25023542102,90000,2499,0.0680272108843537,0.06027667984189723,0.04326123128119801
5422,Plymouth,Massachusetts,25023542200,82618,6171,0.13044887376438175,0.023696682464454975,0.04024511427625042
5423.01,Plymouth,Massachusetts,25023542301,90919,3750,0.14559999999999995,0.10407523510971786,0.12901454844908042
5423.02,Plymouth,Massachusetts,25023542302,74779,4057,0.0724673403993098,0.09023941068139964,0.1629977739302498
5431,Plymouth,Massachusetts,25023543100,108958,2923,0.031132398221005775,0.015209125475285171,0.08333333333333333
5441,Plymouth,Massachusetts,25023544100,91472,5622,0.11170401992173606,0.02541966426858513,0.08817242607766299
5442,Plymouth,Massachusetts,25023544200,58250,6019,0.10018275461040038,0.059770114942528735,0.061472005316497755
5451,Plymouth,Massachusetts,25023545100,68257,7039,0.2121039920443245,0.03224699828473413,0.07169327251995439
5452,Plymouth,Massachusetts,25023545200,88300,7134,0.19568264648163725,0.07188612099644127,0.04101123595505618
5453,Plymouth,Massachusetts,25023545300,73434,4313,0.2107581729654533,0.06441297396071266,0.09562587249883667
5454,Plymouth,Massachusetts,25023545400,79530,4706,0.0951976200594985,0.05674653215636822,0.07218078104431769
5601,Plymouth,Massachusetts,25023560100,110179,6511,0.07080325602825988,0.01374916163648558,0.025341729381047458
5611,Plymouth,Massachusetts,25023561100,111351,5305,0.20377002827521207,0.04250122129946263,0.053595527279737806
5614,Plymouth,Massachusetts,25023561400,95577,6164,0.1760220635950681,0.014143730886850153,0.042930548649096636
9802,Plymouth,Massachusetts,25023980200,135160,1572,0.38676844783715014,0.1111111111111111,0.30612244897959184
9803,Plymouth,Massachusetts,25023980300,22500,2529,0.22854883353103994,0.0,0.7073170731707317
1.01,Suffolk,Massachusetts,25025000101,135156,1734,0.2935409457900807,0.1912280701754386,0.11805961426066627
1.02,Suffolk,Massachusetts,25025000102,84044,3979,0.5229957275697412,0.17923920051579625,0.24660633484162897
2.01,Suffolk,Massachusetts,25025000201,111477,4375,0.37211428571428573,0.14489687995769435,0.14871677360219981
2.02,Suffolk,Massachusetts,25025000202,84792,3892,0.4103288797533402,0.12131147540983607,0.19527235354573483
3.01,Suffolk,Massachusetts,25025000301,133051,2719,0.3280617874218462,0.13372582001682085,0.0924079754601227
3.02,Suffolk,Massachusetts,25025000302,115500,3231,0.3831631073970907,0.06563421828908554,0.0560198081089446
4.01,Suffolk,Massachusetts,25025000401,74686,4898,0.3297264189465088,0.44937150837988826,0.21258712587125872
4.02,Suffolk,Massachusetts,25025000402,110147,3795,0.35046113306982873,0.1922514619883041,0.1763922195576872
5.02,Suffolk,Massachusetts,25025000502,88125,5382,0.33389074693422516,0.4874251497005988,0.21305721305721306
5.03,Suffolk,Massachusetts,25025000503,86250,2099,0.23582658408766077,0.4569653948535936,0.14216399805919458
5.05,Suffolk,Massachusetts,25025000505,58785,2117,0.4265470004723666,0.49678012879484823,0.2677435144395497
5.06,Suffolk,Massachusetts,25025000506,74286,2513,0.358933545563072,0.44208211143695014,0.19379228014325509
6.01,Suffolk,Massachusetts,25025000601,105956,4000,0.36175,0.1623931623931624,0.0976293652816722
6.03,Suffolk,Massachusetts,25025000603,24450,1650,0.7763636363636364,0.5538954108858057,0.5212895377128953
6.04,Suffolk,Massachusetts,25025000604,52155,2347,0.48189177673625905,0.4614035087719298,0.3536429484448232
7.01,Suffolk,Massachusetts,25025000701,78110,4349,0.328811220970338,0.5804901489668428,0.19916820702402957
7.03,Suffolk,Massachusetts,25025000703,44891,1701,0.42445620223398006,0.7071428571428572,0.3680188124632569
7.04,Suffolk,Massachusetts,25025000704,80067,4192,0.4520515267175572,0.49834983498349833,0.214456106870229
8.04,Suffolk,Massachusetts,25025000804,100938,3224,0.4534739454094293,0.3157467532467532,0.09398263027295285
8.05,Suffolk,Massachusetts,25025000805,69556,3095,0.5298869143780292,0.5161059413027917,0.3695340501792115
8.06,Suffolk,Massachusetts,25025000806,74591,2390,0.4414225941422594,0.6411609498680739,0.2787878787878788
101.03,Suffolk,Massachusetts,25025010103,39886,3397,0.4692375625551958,0.5962566844919787,0.31260229132569556
101.04,Suffolk,Massachusetts,25025010104,63594,4791,0.3928198705906909,0.6173285198555957,0.3114509511376352
102.04,Suffolk,Massachusetts,25025010204,58438,3354,0.4057841383422779,0.4780534351145038,0.3475258918296893
102.05,Suffolk,Massachusetts,25025010205,72105,4036,0.5069375619425174,0.5922367409684858,0.29122001020929045
102.06,Suffolk,Massachusetts,25025010206,64141,2218,0.5193868349864743,0.5384615384615384,0.29305680793507666
103,Suffolk,Massachusetts,25025010300,69861,4769,0.35521073600335495,0.6371308016877637,0.176056338028169
104.03,Suffolk,Massachusetts,25025010403,36928,2665,0.4810506566604128,0.7113283496262219,0.549718574108818
104.04,Suffolk,Massachusetts,25025010404,34931,4585,0.44580152671755724,0.7051177904142973,0.37640449438202245
104.05,Suffolk,Massachusetts,25025010405,20000,5921,0.5654450261780104,0.6307506053268765,0.3840425531914894
104.08,Suffolk,Massachusetts,25025010408,75372,1349,0.37879911045218684,0.6375,0.3046701260192735
105,Suffolk,Massachusetts,25025010500,54020,3330,0.527027027027027,0.6950517836593786,0.34319315751960083
106,Suffolk,Massachusetts,25025010600,98472,3174,0.350346565847511,0.44017299375300334,0.1543793320730939
107.01,Suffolk,Massachusetts,25025010701,143077,2314,0.2554019014693172,0.46702453987730064,0.0817768803634528
107.02,Suffolk,Massachusetts,25025010702,160057,2084,0.23272552783109401,0.3560295324036095,0.08044806517311609
108.01,Suffolk,Massachusetts,25025010801,160000,2730,0.19194139194139193,0.5108005082592122,0.08233347124534547
108.02,Suffolk,Massachusetts,25025010802,146797,3316,0.15952955367913146,0.4167104571728849,0.0673769978063303
201.01,Suffolk,Massachusetts,25025020101,186477,4041,0.08512744370205394,0.40329714515480497,0.035039761431411534
202,Suffolk,Massachusetts,25025020200,111622,3132,0.1669859514687101,0.7100389863547758,0.12452107279693486
203.01,Suffolk,Massachusetts,25025020301,106593,2356,0.40365025466893034,0.6706067769897557,0.12367957746478873
203.02,Suffolk,Massachusetts,25025020302,129792,1031,0.13773035887487872,0.7362270450751253,0.06401551891367604
203.04,Suffolk,Massachusetts,25025020304,185350,1200,0.275,0.43621399176954734,0.14285714285714285
203.05,Suffolk,Massachusetts,25025020305,114211,3950,0.35417721518987344,0.6096579476861167,0.13706293706293707
301,Suffolk,Massachusetts,25025030100,103500,2188,0.17504570383912244,0.6239737274220033,0.2070383912248629
302,Suffolk,Massachusetts,25025030200,109626,1591,0.147705845380264,0.49794238683127573,0.06411062225015714
303.01,Suffolk,Massachusetts,25025030301,126979,1478,0.1299052774018945,0.2484472049689441,0.04330175913396482
303.02,Suffolk,Massachusetts,25025030302,137778,2377,0.33319310054690787,0.7526881720430108,0.23210290827740493
304,Suffolk,Massachusetts,25025030400,107333,3842,0.1343050494534097,0.5406926406926407,0.11273987206823027
305,Suffolk,Massachusetts,25025030500,119795,2235,0.12438478747203574,0.49181605611847234,0.0809090909090909
401,Suffolk,Massachusetts,25025040100,162443,2591,0.18757236588189885,0.2131011608623549,0.07344414379590258
402,Suffolk,Massachusetts,25025040200,112750,1679,0.4991066110780227,0.23113207547169812,0.17927337701012508
403,Suffolk,Massachusetts,25025040300,172075,4803,0.18842390172808665,0.2043060009161704,0.049135956693733086
404.01,Suffolk,Massachusetts,25025040401,134821,2872,0.25208913649025066,0.25746569814366427,0.0387976232086683
406,Suffolk,Massachusetts,25025040600,155054,3758,0.20888770622671637,0.10945273631840796,0.04470463012240553
408.01,Suffolk,Massachusetts,25025040801,88319,4129,0.4337612012593849,0.2568590350047304,0.16062176165803108
501.01,Suffolk,Massachusetts,25025050101,72344,5304,0.7090874811463046,0.35698447893569846,0.15630347974900172
502,Suffolk,Massachusetts,25025050200,81964,5400,0.7137037037037037,0.3896976483762598,0.16666666666666666
503,Suffolk,Massachusetts,25025050300,70295,3515,0.5937411095305832,0.3706335109532268,0.2290836653386454
504,Suffolk,Massachusetts,25025050400,79667,2072,0.5246138996138996,0.5177165354330708,0.13223938223938225
505,Suffolk,Massachusetts,25025050500,105625,2134,0.6541705716963448,0.2199798183652876,0.09840674789128398
506,Suffolk,Massachusetts,25025050600,83571,2584,0.7143962848297214,0.43107769423558895,0.0847723704866562
507,Suffolk,Massachusetts,25025050700,82712,4906,0.7774154097024052,0.41524390243902437,0.14224314367580843
509.01,Suffolk,Massachusetts,25025050901,91250,4530,0.7569536423841059,0.3130434782608696,0.11169977924944813
510,Suffolk,Massachusetts,25025051000,88533,4971,0.5847917923958962,0.16484607745779542,0.10420438543552606
511.01,Suffolk,Massachusetts,25025051101,76750,6754,0.6208172934557299,0.20304761904761906,0.17431470543692262
512,Suffolk,Massachusetts,25025051200,130795,3164,0.415929203539823,0.2682611506140918,0.10303413400758533
601.01,Suffolk,Massachusetts,25025060101,146737,3587,0.05185391692221908,0.17001723147616313,0.02667789946644201
602,Suffolk,Massachusetts,25025060200,166750,2282,0.06222611744084139,0.1987513007284079,0.06704645048203331
603.01,Suffolk,Massachusetts,25025060301,172171,3786,0.07976756471209723,0.18342151675485008,0.09033280507131537
604,Suffolk,Massachusetts,25025060400,188333,5071,0.030171563794123446,0.17352941176470588,0.007493591007690791
605.01,Suffolk,Massachusetts,25025060501,175612,4305,0.2023228803716609,0.15072608913370056,0.036933797909407665
606.01,Suffolk,Massachusetts,25025060601,159464,1830,0.3950819672131147,0.37865911237016053,0.05245901639344262
606.02,Suffolk,Massachusetts,25025060602,112346,416,0.19951923076923073,0.5084175084175084,0.07932692307692307
606.03,Suffolk,Massachusetts,25025060603,183125,1241,0.1635777598710717,0.4533169533169533,0.028203062046736505
606.04,Suffolk,Massachusetts,25025060604,212217,2772,0.21969696969696972,0.391139924365208,0.027056277056277056
607,Suffolk,Massachusetts,25025060700,22552,1908,0.899895178197065,0.6898096304591266,0.3689727463312369
